Brand,Model,VehicleType,BodyStyle,SizeClass,Economy,Luxury,Comfort,Performance,Practicality,Family,Commute,Confidence,Source,ProfileVersion,LastUpdatedUTC
Fiat,Egea,CAR,SEDAN,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Fiat,Fiorino,VAN,VAN,SMALL,HIGH,LOW,LOW,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Fiat,Palio,CAR,HATCHBACK,SMALL,HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Fiat,Panda,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Fiat,Punto,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Fiat,Qubo,CAR,MPV,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Fiat,Scudo,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Fiat,Siena,CAR,SEDAN,SMALL,HIGH,LOW,LOW,LOW,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Fiat,Tipo,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Ford,B-Max,CAR,MPV,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Ford,EcoSport,CAR,SUV,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Ford,Escape,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Ford,F Series,PICKUP,PICKUP,LARGE,LOW,LOW,MEDIUM,HIGH,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Ford,Festiva,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Ford,Fiesta,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Ford,Fiesta Van,VAN,VAN,SMALL,HIGH,LOW,LOW,LOW,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Ford,Focus,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:01+00:00
Ford,Fusion,CAR,MPV,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Ford,Kuga,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:22+00:00
Ford,Mondeo,CAR,SEDAN,MIDSIZE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Ford,Mustang,CAR,COUPE,LARGE,LOW,MEDIUM,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Ford,Mustang Mach-E,CAR,CROSSOVER,MIDSIZE,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Ford,Puma,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Ford,Ranger,PICKUP,PICKUP,LARGE,LOW,LOW,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Ford,Ranger Raptor,PICKUP,PICKUP,LARGE,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Ford,Torneo Courier,VAN,VAN,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Ford,Tourneo Connect,VAN,VAN,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Ford,Tourneo Courier,VAN,VAN,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
Ford,Tourneo Custom,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Ford,Transit,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Ford,Transit Connect,VAN,VAN,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Ford,Transit Courier,VAN,VAN,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Ford,Transit Custom,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Ford,XR3i,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,LOW,HIGH,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Gezi,Teknesi,OTHER,OTHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Harley Davidson,CVO Breakout,MOTORCYCLE,MOTORCYCLE,LARGE,LOW,HIGH,MEDIUM,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:02+00:00
Harley Davidson,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Harley Davidson,FLHX Street Glide,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,HIGH,HIGH,MEDIUM,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Harley Davidson,Nightster RH975,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Harley Davidson,Pan America RA1250 Special,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Harley Davidson,Softail Custom FXSTC,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Harley Davidson,Softail Fat Bob,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,MEDIUM,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Harley Davidson,Softail Low Rider,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Harley Davidson,Sportster Iron 883,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Harley Davidson,Touring Road Glide Special,MOTORCYCLE,MOTORCYCLE,LARGE,LOW,MEDIUM,HIGH,MEDIUM,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Harley Davidson,Touring Road Glide Ultra,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Harley Davidson,Ultra Classic Electra Glide FLHTCUI,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,MEDIUM,HIGH,MEDIUM,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Harley Davidson,X440,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Honda,400X,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Honda,Accord,CAR,SEDAN,MIDSIZE,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Honda,Activa 110,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Honda,ADV350 Deluxe,SCOOTER,SCOOTER,UNKNOWN,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Honda,C125 Super Cub,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Honda,CB 1000 GT,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,HIGH,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Honda,CB 125 R,MOTORCYCLE,MOTORCYCLE,SMALL,HIGH,LOW,LOW,LOW,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Honda,CB 250,MOTORCYCLE,MOTORCYCLE,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Honda,CB 250 R,MOTORCYCLE,MOTORCYCLE,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Honda,CB 500X,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,MEDIUM,MEDIUM,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Honda,CB 650 R,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Honda,CB1000 Hornet SP,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Honda,CBR 1000 RR-R Fireblade SP,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,MEDIUM,LOW,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Honda,CBR 650 R,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Honda,Civic,CAR,SEDAN,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Honda,CL 250,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Honda,CL 500,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Honda,CR-V,CAR,SUV,MIDSIZE,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Honda,CR-Z,CAR,COUPE,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,LOW,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Honda,CRF 450 R,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:30+00:00
Honda,CRX,CAR,HATCHBACK,SMALL,HIGH,LOW,LOW,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:53+00:00
Honda,DAX 125,MOTORCYCLE,MOTORCYCLE,SMALL,HIGH,LOW,LOW,LOW,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Honda,Dio,SCOOTER,SCOOTER,UNKNOWN,HIGH,LOW,LOW,LOW,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Honda,Diğer,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Honda,Fit,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Honda,Fit Aria,CAR,SEDAN,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Honda,Freed,CAR,MPV,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Honda,GB 350 S,MOTORCYCLE,MOTORCYCLE,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Honda,Goldwing GL 1800,MOTORCYCLE,MOTORCYCLE,LARGE,LOW,HIGH,HIGH,MEDIUM,MEDIUM,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Honda,Grace,CAR,SEDAN,COMPACT,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:04+00:00
Honda,HR-V,CAR,CROSSOVER,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Honda,Integra,CAR,COUPE,COMPACT,MEDIUM,LOW,MEDIUM,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Honda,İnsight,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Honda,Jade,CAR,MPV,COMPACT,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Honda,Jazz,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Honda,Logo,CAR,HATCHBACK,SMALL,HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Honda,Monkey 125,MOTORCYCLE,MOTORCYCLE,SMALL,HIGH,LOW,LOW,MEDIUM,LOW,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Honda,N-Box,CAR,MPV,MICRO,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Honda,N-One,CAR,HATCHBACK,MICRO,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Honda,NC 750 X,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,HIGH,MEDIUM,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Honda,NC 750 X DCT,MOTORCYCLE,MOTORCYCLE,UNKNOWN,HIGH,LOW,HIGH,MEDIUM,HIGH,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Honda,NSS300 Forza,SCOOTER,SCOOTER,UNKNOWN,HIGH,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Honda,NX500,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Honda,Rebel 500,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Honda,S2000,CAR,CONVERTIBLE,COMPACT,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Honda,S660,CAR,CONVERTIBLE,SMALL,HIGH,LOW,LOW,HIGH,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Honda,Shuttle,CAR,WAGON,COMPACT,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:32+00:00
Honda,Stepwgn,CAR,MPV,LARGE,MEDIUM,LOW,HIGH,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Honda,Transalp750,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Honda,Vezel,CAR,CROSSOVER,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Honda,VT 750 C Shadow,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:50+00:00
Honda,WR-V,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,LOW,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Honda,XL 700 Transalp,MOTORCYCLE,MOTORCYCLE,UNKNOWN,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:53+00:00
Honda,ZR-V,CAR,CROSSOVER,COMPACT,HIGH,LOW,HIGH,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:43+00:00
Hummer,H2,CAR,SUV,LARGE,LOW,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:14+00:00
Hummer,H3,CAR,SUV,MIDSIZE,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:24:28+00:00
Hyosung,GV 650,MOTORCYCLE,MOTORCYCLE,MIDSIZE,MEDIUM,LOW,HIGH,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:12+00:00
Hyundai,Bayon,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:14+00:00
Hyundai,Coupe,CAR,COUPE,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Hyundai,Elantra,CAR,SEDAN,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Hyundai,Getz,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Hyundai,H 1,VAN,VAN,LARGE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Hyundai,i10,CAR,HATCHBACK,MICRO,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:11+00:00
Hyundai,i20,CAR,HATCHBACK,SMALL,HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Hyundai,i30,CAR,HATCHBACK,COMPACT,HIGH,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:02+00:00
Hyundai,ix35,CAR,SUV,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,HIGH,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:41+00:00
Hyundai,Kona,CAR,CROSSOVER,SMALL,HIGH,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:42+00:00
Hyundai,Matrix,CAR,MPV,COMPACT,MEDIUM,LOW,MEDIUM,LOW,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:19:50+00:00
Hyundai,Santa Fe,CAR,SUV,LARGE,LOW,MEDIUM,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:21+00:00
Hyundai,Terracan,CAR,SUV,LARGE,LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:23+00:00
Hyundai,Tucson,CAR,SUV,MIDSIZE,MEDIUM,LOW,HIGH,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:41+00:00
Hyundai,Tuscani,CAR,COUPE,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Hyundai,Veloster,CAR,HATCHBACK,COMPACT,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,HIGH,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:21:31+00:00
Indian,Scout,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:24+00:00
Indian,Scout Bobber,MOTORCYCLE,MOTORCYCLE,UNKNOWN,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:23:33+00:00
Isuzu,Bighorn,CAR,SUV,LARGE,LOW,LOW,MEDIUM,MEDIUM,HIGH,HIGH,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Isuzu,D-Max,PICKUP,PICKUP,LARGE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:00+00:00
Isuzu,Mu,CAR,SUV,MIDSIZE,LOW,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:20:52+00:00
Isuzu,Rodeo,PICKUP,PICKUP,MIDSIZE,MEDIUM,LOW,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MODEL_PROFILE_AI,1.0,2026-09-04T21:22:10+00:00
