BusinessGranularity,VehicleType,Brand,Model,CategoryDetail,Year,CurrentListings,CurrentStartingPrice,CurrentMedianPrice,CurrentHighestPrice,GalleryListings,PrivateListings,DistinctCompanies,HistoricalBenchmarkSourceLiquidity,HistoricalBenchmarkSourcePricePressure,LiquidityHistoricalDistinctListings,PricePressureHistoricalDistinctListings,HistoricalDistinctListings,Exit60EligibleListings,PricePressureEligibleListings,MedianObservedDaysToExit,ObservedExitWithin60DaysRate,PriceReductionRate,LiquidityEvidenceConfidence,PricePressureEvidenceConfidence,EvidenceQuality,TurnoverPercentile,RawSupplyScarcityPercentile,CurrentMarketOpportunityPercentile,PricePressureAttractivenessPercentile,EvidencePriorityModifier,TurnoverSignal,CurrentSupplySignal,PricePressureSignal,OpportunityIndexInternal,ConfidenceAdjustedOpportunityIndex,OpportunityPercentile,AcquisitionSignal,AcquisitionReasons,ObservedExitDefinition
CATEGORY_YEAR,Otomobil,Toyota,Axio,1.5,2014,3,7500.0,7900.0,8000.0,1,2,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,21.0,21.0,21.0,10.0,15.0,17.0,0.8,0.13333333333333333,LOW,LOW,LOW,96.33,21.69,21.69,89.06,0.93,STRONG,WEAK,STRONG,79.22,73.67,95.37,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Suzuki,Solio,1.2,2021,2,9900.0,10900.0,11900.0,2,0,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,39.0,39.0,39.0,28.0,32.0,20.5,0.7142857142857143,0.125,LOW,MEDIUM,LOW,90.64,34.06,34.06,90.13,0.93,STRONG,WEAK,STRONG,79.17,73.63,95.33,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Opel,Corsa,1.6,2013,1,12500.0,12500.0,12500.0,0,1,1,MODEL_YEAR,MODEL_YEAR,16.0,16.0,16.0,11.0,14.0,14.0,0.6363636363636364,0.14285714285714285,LOW,LOW,LOW,80.11,71.07,65.0,86.96,0.93,STRONG,MODERATE,STRONG,79.14,73.6,95.29,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mazda,Demio,1.3 16V,2011,5,5300.0,6400.0,7150.0,1,4,2,CATEGORY_YEAR,CATEGORY_YEAR,22.0,22.0,22.0,13.0,18.0,13.0,0.8461538461538461,0.1111111111111111,LOW,LOW,LOW,98.51,11.97,11.97,91.36,0.93,STRONG,WEAK,STRONG,79.06,73.53,95.24,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Toyota,Corolla,Cross,2022,12,22000.0,29950.0,32000.0,12,0,9,CATEGORY_YEAR,CATEGORY_YEAR,27.0,27.0,27.0,13.0,13.0,18.0,0.6923076923076923,0.07692307692307693,LOW,LOW,LOW,97.12,2.31,2.31,93.47,0.93,STRONG,WEAK,STRONG,77.06,71.67,95.22,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Honda,Fit,1.3,2005,1,3900.0,3900.0,3900.0,0,1,1,CATEGORY_NEAR_YEAR,CATEGORY_YEAR,41.0,11.0,41.0,23.0,10.0,17.0,0.6956521739130435,0.2,LOW,LOW,LOW,88.46,71.07,65.0,72.33,0.93,STRONG,MODERATE,MODERATE,78.93,73.4,95.18,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Nissan,Ad,Y12,2020,2,7900.0,8450.0,9000.0,2,0,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,31.0,31.0,31.0,15.0,17.0,18.0,0.6666666666666666,0.058823529411764705,LOW,LOW,LOW,85.95,34.06,34.06,97.15,0.93,STRONG,WEAK,STRONG,78.93,73.4,95.18,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Honda,ZR-V,2.0 i-Vtec Hybrit,2025,3,30000.0,31500.0,34000.0,3,0,3,CATEGORY_NEAR_YEAR,CATEGORY_YEAR,43.0,10.0,43.0,27.0,10.0,23.0,0.6296296296296297,0.1,LOW,LOW,LOW,92.84,21.91,21.91,86.65,0.93,STRONG,WEAK,STRONG,76.8,71.42,95.13,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,4 Serisi,430i,2017,1,24000.0,24000.0,24000.0,0,1,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,20.0,20.0,20.0,16.0,16.0,13.0,0.875,0.25,LOW,LOW,LOW,98.88,71.07,65.0,54.61,0.93,STRONG,MODERATE,MODERATE,78.82,73.3,95.07,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Mazda,CX-5,2.5 Skyactiv-G,2024,1,28500.0,28500.0,28500.0,1,0,1,MODEL_YEAR,CATEGORY_ALL_YEARS,28.0,11.0,28.0,14.0,10.0,27.0,0.5,0.0,LOW,LOW,LOW,68.37,71.4,65.0,98.47,0.93,MODERATE,MODERATE,STRONG,76.73,71.36,95.03,STRONG,RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Toyota,Aqua,1.5 Hybrit,2022,7,13800.0,15500.0,15500.0,6,1,4,CATEGORY_YEAR,CATEGORY_YEAR,30.0,30.0,30.0,24.0,27.0,8.5,0.7916666666666666,0.037037037037037035,LOW,LOW,LOW,95.72,7.59,7.59,97.94,0.93,STRONG,WEAK,STRONG,78.76,73.25,95.03,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Land Rover,Range Rover,2.0 P400e Vogue,2022,1,75000.0,75000.0,75000.0,1,0,1,MODEL_ALL_YEARS,MODEL_YEAR,160.0,17.0,160.0,84.0,11.0,35.0,0.5119047619047619,0.09090909090909091,MEDIUM,LOW,LOW,73.15,71.4,65.0,89.99,0.93,MODERATE,MODERATE,STRONG,76.57,71.21,94.93,STRONG,RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Toyota,Sienta,1.5 Hybrid CVT,2022,3,14300.0,14499.0,17500.0,3,0,3,CATEGORY_YEAR,CATEGORY_YEAR,22.0,22.0,22.0,17.0,19.0,8.0,0.8235294117647058,0.15789473684210525,LOW,LOW,LOW,97.9,21.69,21.69,84.38,0.93,STRONG,WEAK,STRONG,78.6,73.1,94.9,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",BMW,X1,25i xDrive,2021,1,19500.0,19500.0,19500.0,0,1,1,MODEL_YEAR,MODEL_YEAR,31.0,31.0,31.0,18.0,23.0,9.0,0.5,0.043478260869565216,LOW,LOW,LOW,68.37,71.4,65.0,96.71,0.93,MODERATE,MODERATE,STRONG,76.2,70.87,94.83,STRONG,RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Audi,A7,45 TDI,2019,1,44900.0,44900.0,44900.0,1,0,1,MODEL_YEAR,MODEL_YEAR,23.0,23.0,23.0,11.0,13.0,20.0,0.6363636363636364,0.15384615384615385,LOW,LOW,LOW,80.11,71.07,65.0,84.94,0.93,STRONG,MODERATE,STRONG,78.54,73.04,94.7,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Audi,A7,45 TFSI,2019,1,34500.0,34500.0,34500.0,1,0,1,MODEL_YEAR,MODEL_YEAR,23.0,23.0,23.0,11.0,13.0,20.0,0.6363636363636364,0.15384615384615385,LOW,LOW,LOW,80.11,71.07,65.0,84.94,0.93,STRONG,MODERATE,STRONG,78.54,73.04,94.7,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Audi,A7,55 TFSI Quattro S-Line,2019,1,45000.0,45000.0,45000.0,0,1,1,MODEL_YEAR,MODEL_YEAR,23.0,23.0,23.0,11.0,13.0,20.0,0.6363636363636364,0.15384615384615385,LOW,LOW,LOW,80.11,71.07,65.0,84.94,0.93,STRONG,MODERATE,STRONG,78.54,73.04,94.7,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Nissan,Navara,2.5 D,2007,2,7000.0,8500.0,10000.0,1,1,2,MODEL_YEAR,CATEGORY_NEAR_YEAR,22.0,16.0,22.0,14.0,12.0,35.0,0.6428571428571429,0.16666666666666666,LOW,LOW,LOW,94.49,34.59,34.59,73.02,0.93,STRONG,WEAK,MODERATE,76.07,70.75,94.64,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Honda,Fit,1.5 RS,2023,3,16300.0,16500.0,18500.0,2,1,3,CATEGORY_YEAR,CATEGORY_YEAR,18.0,18.0,18.0,16.0,17.0,24.5,0.75,0.11764705882352941,LOW,LOW,LOW,93.73,21.69,21.69,90.8,0.93,STRONG,WEAK,STRONG,78.44,72.95,94.57,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mitsubishi,Lancer,1.6,2004,1,3950.0,3950.0,3950.0,1,0,1,MODEL_YEAR,MODEL_YEAR,18.0,18.0,18.0,10.0,15.0,11.0,0.6,0.06666666666666667,LOW,LOW,LOW,73.15,71.07,65.0,96.22,0.93,MODERATE,MODERATE,STRONG,78.44,72.95,94.57,STRONG,RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",BMW,X1,18i sDrive,2021,1,22500.0,22500.0,22500.0,1,0,1,CATEGORY_ALL_YEARS,CATEGORY_NEAR_YEAR,112.0,13.0,112.0,66.0,12.0,27.5,0.5454545454545454,0.16666666666666666,MEDIUM,LOW,LOW,82.12,71.4,65.0,73.02,0.93,STRONG,MODERATE,MODERATE,75.97,70.65,94.54,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mazda,3,1.8,2022,6,16500.0,19200.0,22000.0,6,0,6,CATEGORY_YEAR,CATEGORY_YEAR,23.0,23.0,23.0,13.0,17.0,28.0,0.7692307692307693,0.058823529411764705,LOW,LOW,LOW,94.7,9.3,9.3,97.15,0.93,STRONG,WEAK,STRONG,78.36,72.87,94.51,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,C Serisi,C 300 D,2015,1,18900.0,18900.0,18900.0,0,1,1,MODEL_YEAR,CATEGORY_ALL_YEARS,93.0,16.0,93.0,58.0,12.0,14.5,0.6379310344827587,0.16666666666666666,MEDIUM,LOW,LOW,80.96,71.07,65.0,82.15,0.93,STRONG,MODERATE,STRONG,78.12,72.65,94.42,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Land Rover,Range Rover,4.4 Vogue,2020,1,69900.0,69900.0,69900.0,1,0,1,MODEL_YEAR,MODEL_YEAR,28.0,28.0,28.0,11.0,17.0,17.0,0.8181818181818182,0.23529411764705882,LOW,LOW,LOW,99.51,71.4,65.0,43.33,0.93,STRONG,MODERATE,MODERATE,75.75,70.45,94.4,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Land Rover,Range Rover,Vogue,2020,1,64000.0,64000.0,64000.0,0,1,1,MODEL_YEAR,MODEL_YEAR,28.0,28.0,28.0,11.0,17.0,17.0,0.8181818181818182,0.23529411764705882,LOW,LOW,LOW,99.51,71.4,65.0,43.33,0.93,STRONG,MODERATE,MODERATE,75.75,70.45,94.4,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mazda,2,1.5 Sky-G,2020,8,10750.0,12125.0,13500.0,6,2,7,CATEGORY_YEAR,CATEGORY_YEAR,34.0,34.0,34.0,17.0,21.0,15.0,0.8235294117647058,0.09523809523809523,LOW,LOW,LOW,97.9,6.13,6.13,93.03,0.93,STRONG,WEAK,STRONG,78.09,72.62,94.38,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,A Serisi,A 180 AMG,2015,1,15500.0,15500.0,15500.0,1,0,1,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,28.0,28.0,28.0,16.0,21.0,21.0,0.625,0.14285714285714285,LOW,LOW,LOW,77.93,71.07,65.0,86.96,0.93,STRONG,MODERATE,STRONG,78.05,72.59,94.34,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,BMW,2 Serisi,218i,2021,4,18950.0,20900.0,22900.0,2,2,2,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,20.0,20.0,20.0,12.0,11.0,21.0,0.75,0.09090909090909091,LOW,LOW,LOW,93.73,15.6,15.6,93.5,0.93,STRONG,WEAK,STRONG,78.04,72.58,94.29,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Mitsubishi,L 200,4x4,2010,2,9750.0,11375.0,13000.0,0,2,1,CATEGORY_YEAR,CATEGORY_YEAR,19.0,19.0,19.0,13.0,16.0,34.0,0.5384615384615384,0.0625,LOW,LOW,LOW,80.26,34.59,34.59,95.61,0.93,STRONG,WEAK,STRONG,75.73,70.43,94.25,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Peugeot,207,1.4,2006,2,2200.0,2350.0,2500.0,0,2,1,MODEL_ALL_YEARS,MODEL_ALL_YEARS,21.0,21.0,21.0,13.0,16.0,18.0,0.6923076923076923,0.125,LOW,LOW,LOW,88.07,34.06,34.06,90.13,0.93,STRONG,WEAK,STRONG,77.89,72.44,94.25,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Ford,Fiesta,1.5 TDCi,2016,1,12000.0,12000.0,12000.0,1,0,1,MODEL_YEAR,MODEL_YEAR,37.0,37.0,37.0,19.0,34.0,12.0,0.6842105263157895,0.20588235294117646,LOW,MEDIUM,LOW,87.44,71.07,65.0,70.01,0.93,STRONG,MODERATE,MODERATE,77.72,72.28,94.21,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Mazda,CX-5,2.0 Skyactiv-G,2024,5,25000.0,26950.0,27500.0,5,0,4,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,18.0,18.0,18.0,10.0,17.0,18.0,0.6,0.058823529411764705,LOW,LOW,LOW,89.62,10.52,10.52,95.95,0.93,STRONG,WEAK,STRONG,75.7,70.4,94.15,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,S Serisi,S 400,2018,1,48000.0,48000.0,48000.0,1,0,1,MODEL_YEAR,CATEGORY_ALL_YEARS,16.0,18.0,18.0,12.0,10.0,10.0,0.6666666666666666,0.2,LOW,LOW,LOW,85.95,71.07,65.0,72.33,0.93,STRONG,MODERATE,MODERATE,77.67,72.23,94.14,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Renault,Megane,1.6 Cabrio,2006,1,3700.0,3700.0,3700.0,0,1,1,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,15.0,15.0,15.0,12.0,15.0,18.0,0.6666666666666666,0.2,LOW,LOW,LOW,85.95,71.07,65.0,72.33,0.93,STRONG,MODERATE,MODERATE,77.67,72.23,94.14,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Mercedes-Benz,GLA,200 d,2024,3,37000.0,37800.0,39000.0,2,1,3,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,35.0,35.0,35.0,21.0,30.0,38.5,0.7619047619047619,0.16666666666666666,LOW,MEDIUM,LOW,98.73,21.91,21.91,73.02,0.93,STRONG,WEAK,MODERATE,75.65,70.35,94.05,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Ford,Fiesta,1.4 TDCi,2013,1,3500.0,3500.0,3500.0,0,1,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,19.0,19.0,19.0,10.0,12.0,7.0,0.8,0.25,LOW,LOW,LOW,96.33,71.07,65.0,54.61,0.93,STRONG,MODERATE,MODERATE,77.55,72.12,93.99,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Ford,Fiesta,1.4 TDCi,2009,1,4000.0,4000.0,4000.0,0,1,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,19.0,19.0,19.0,10.0,12.0,7.0,0.8,0.25,LOW,LOW,LOW,96.33,71.07,65.0,54.61,0.93,STRONG,MODERATE,MODERATE,77.55,72.12,93.99,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Ford,Fiesta,1.4 TDCi,2007,1,4500.0,4500.0,4500.0,1,0,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,19.0,19.0,19.0,10.0,12.0,7.0,0.8,0.25,LOW,LOW,LOW,96.33,71.07,65.0,54.61,0.93,STRONG,MODERATE,MODERATE,77.55,72.12,93.99,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Ford,Fiesta,1.4 TDCi,2004,1,4250.0,4250.0,4250.0,0,1,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,19.0,19.0,19.0,10.0,12.0,7.0,0.8,0.25,LOW,LOW,LOW,96.33,71.07,65.0,54.61,0.93,STRONG,MODERATE,MODERATE,77.55,72.12,93.99,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Mercedes-Benz,GLA,200 d,2023,6,35999.0,38350.0,39200.0,5,1,6,CATEGORY_YEAR,CATEGORY_YEAR,25.0,25.0,25.0,16.0,21.0,28.5,0.875,0.14285714285714285,LOW,LOW,LOW,99.81,8.07,8.07,80.22,0.93,STRONG,WEAK,STRONG,75.59,70.3,93.96,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",BMW,X1,20d sDrive,2012,1,12500.0,12500.0,12500.0,1,0,1,MODEL_ALL_YEARS,CATEGORY_ALL_YEARS,242.0,13.0,242.0,137.0,10.0,24.0,0.5036496350364964,0.1,HIGH,LOW,LOW,72.42,71.4,65.0,86.65,0.93,MODERATE,MODERATE,STRONG,75.2,69.94,93.86,STRONG,RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,C Serisi,C 250 D,2015,1,20000.0,20000.0,20000.0,0,1,1,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,24.0,24.0,24.0,15.0,19.0,13.0,0.8666666666666667,0.2631578947368421,LOW,LOW,LOW,98.77,71.07,65.0,50.39,0.93,STRONG,MODERATE,MODERATE,77.5,72.08,93.86,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,E Serisi,E 350,2022,1,42000.0,42000.0,42000.0,1,0,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,20.0,20.0,20.0,11.0,13.0,37.5,0.7272727272727273,0.23076923076923078,LOW,LOW,LOW,91.72,71.07,65.0,62.08,0.93,STRONG,MODERATE,MODERATE,77.48,72.06,93.8,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,E Serisi,E 350,2018,1,30900.0,30900.0,30900.0,1,0,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,20.0,20.0,20.0,11.0,13.0,37.5,0.7272727272727273,0.23076923076923078,LOW,LOW,LOW,91.72,71.07,65.0,62.08,0.93,STRONG,MODERATE,MODERATE,77.48,72.06,93.8,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Toyota,RAV4,2.5 Phev,2021,4,33000.0,34749.5,36000.0,4,0,4,CATEGORY_YEAR,CATEGORY_YEAR,14.0,14.0,14.0,12.0,13.0,8.0,0.75,0.15384615384615385,LOW,LOW,LOW,98.49,14.67,14.67,76.69,0.93,STRONG,WEAK,STRONG,75.19,69.93,93.76,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_HIGH_CURRENT_SUPPLY|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Audi,A3,A3 Sedan,2022,1,21000.0,21000.0,21000.0,0,1,1,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,32.0,32.0,32.0,24.0,26.0,19.0,0.625,0.15384615384615385,LOW,LOW,LOW,77.93,71.07,65.0,84.94,0.93,STRONG,MODERATE,STRONG,77.45,72.03,93.73,STRONG,STRONG_OBSERVED_TURNOVER|RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Mercedes-Benz,E Serisi,E 250 CGI,2011,1,14500.0,14500.0,14500.0,0,1,1,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,15.0,15.0,15.0,10.0,10.0,26.0,0.6,0.1,LOW,LOW,LOW,73.15,71.07,65.0,92.47,0.93,MODERATE,MODERATE,STRONG,77.32,71.91,93.67,STRONG,RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,Otomobil,Renault,Fluence,1.5 dCi,2014,1,6900.0,6900.0,6900.0,0,1,1,CATEGORY_NEAR_YEAR,CATEGORY_NEAR_YEAR,14.0,14.0,14.0,10.0,10.0,40.5,0.6,0.1,LOW,LOW,LOW,73.15,71.07,65.0,92.47,0.93,MODERATE,MODERATE,STRONG,77.32,71.91,93.67,STRONG,RELATIVELY_LOW_ASKING_PRICE_PRESSURE,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
CATEGORY_YEAR,"Arazi, SUV, Pick-up",Mercedes-Benz,GLE Coupe,450 4Matic AMG,2023,1,79000.0,79000.0,79000.0,1,0,1,CATEGORY_ALL_YEARS,CATEGORY_ALL_YEARS,15.0,15.0,15.0,10.0,13.0,15.0,0.7,0.23076923076923078,LOW,LOW,LOW,97.47,71.4,65.0,44.8,0.93,STRONG,MODERATE,MODERATE,75.18,69.92,93.66,STRONG,STRONG_OBSERVED_TURNOVER,OBSERVED_MARKET_EXIT_NOT_CONFIRMED_SALE
